Make,Model,Variant,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,Mileage,Mileage,Gross_Vehicle_Weight,Kerb_Weight
Audi,A6,Premium Plus 45 Tfsi,1984,4,73,Petrol,14.11,14.11,2345 kg,1780 kg
Audi,A6,Technology 45 Tfsi,1984,4,73,Petrol,14.11,14.11,2345 kg,1780 kg
Bmw,X3,Xdrive 20D Luxury Line,1995,4,67,Diesel,16,16,2300 kg,1785 kg
Bmw,X3,Xdrive 30I Luxury Line,1998,4,67,Petrol,16,16,2300 kg,1785 kg
Bmw,X3,Xdrive20D Xline,1995,4,67,Diesel,16,16,2300 kg,1785 kg
Land Rover,Discovery Sport,S,1999,4,70,Diesel,0,0,,2087 kg
Land Rover,Discovery Sport,R-Dynamic Se,1999,4,70,Diesel,0,0,,2087 kg
Volvo,S90,D4 Inscription,1969,4,55,Diesel,11.44,11.44,,
Audi,S5,Sportback,2995,6,58,Petrol,13.57,13.57,2230 kg,1790 kg
Bmw,X5,Xdrive30D Sport,2993,6,83,Diesel,13.38,13.38,,
Bmw,X5,Xdrive30D Xline,2993,6,83,Diesel,13.38,13.38,,
Bmw,X5,Xdrive40I M Sport,2998,6,83,Petrol,11.24,11.24,,
Ford,Mustang,Fastback V8,4951,8,60.9,Petrol,10,10,,
Jeep,Grand Cherokee,Limited,2987,6,93.5,Diesel,12.8,12.8,2955 kg,2432 kg
Jeep,Grand Cherokee,Summit,2987,6,93.5,Diesel,12.8,12.8,2955 kg,2455 kg
Jeep,Grand Cherokee,Srt,6417,8,93.5,Petrol,12.8,12.8,2949 kg,2458 kg
Jeep,Grand Cherokee,Summit Petrol,3604,6,93.5,Petrol,8.61,8.61,2955 kg,2455 kg
Mercedes,Mercedes-Benz E-Class Cabriolet,E400,2996,6,80,Petrol,4.5,4.5,2140 kg,1640 kg
Bmw,M2 Competition,Coupe,2979,6,52,Petrol,12.7,12.7,2010 kg,1625 kg
Porsche,718,Boxster,1988,4,54,Petrol,9,9,1650 kg,1440 kg
Porsche,718,Cayman,1988,4,54,Petrol,9,9,1650 kg,1440 kg
Mercedes,Mercedes-Benz Gls,350 Cdi,2987,6,100,Diesel,6.5,6.5,3250 kg,2535 kg
Mercedes,Mercedes-Benz Gls,63 Amg,5461,8,80,Petrol,9,9,2390 kg,2580 kg
Mercedes,Mercedes-Benz Gls,400 4Matic,2996,8,80,Petrol,9,9,2390 kg,2580 kg
Mercedes,Mercedes-Benz Gls,Grand Edition Petrol,2996,8,80,Petrol,9,9,2390 kg,2580 kg
Mercedes,Mercedes-Benz Gls,Grand Edition Diesel,2987,6,100,Diesel,6.5,6.5,3250 kg,2535 kg
Toyota,Land Cruiser Prado,Vx L,2982,4,87,Diesel,7,7,2990 kg,
Lexus,Rx 450H,450Hl Luxury,3456,6,65,Petrol,18.8,18.8,2840 kg,2195 kg
Audi,Rs5,Coupe,2894,8,58,Petrol,10.8,10.8,2155 kg,1770 kg
Bmw,7-Series,730Ld Design Pure Excellence,2993,6,78,Diesel,13.5,13.5,2560 kg,
Bmw,7-Series,730Ld Design Pure Excellence Signature,2993,6,78,Diesel,13.5,13.5,2560 kg,
Bmw,7-Series,730Ld M Sport,2993,6,78,Diesel,13.5,13.5,2560 kg,
Bmw,7-Series,740Li Design Pure Excellence Signature,2998,6,78,Petrol,11.86,11.86,2500 kg,
Bmw,7-Series,745Le Xdrive,2998,6,46,Hybrid,0,0,2705 kg,
Bmw,7-Series,M760Li Xdrive,6592,12,78,Petrol,7.96,7.96,2840 kg,
Audi,Q8,55 Tfsi Quattro Tiptronic,2995,4,85,Petrol,0,0,2830 kg,2115 kg
Mercedes,Mercedes-Benz S-Class,S 350 D,2987,6,90,Diesel,9,9,2690 kg,2132 kg
Mercedes,Mercedes-Benz S-Class,S 450,2996,6,70,Petrol,5.4,5.4,,2113 kg
Mercedes,Mercedes-Benz S-Class,Amg S 63 Coupe,3982,8,80,Petrol,5.4,5.4,2535 kg,2080 kg
Maserati,Levante,Diesel,2987,6,80,Diesel,5.2,5.2,2205 kg,
Maserati,Levante,Gransport,2979,6,80,Diesel,5.2,5.2,2109 kg,
Maserati,Levante,Granlusson,2979,6,80,Diesel,5.2,5.2,2109 kg,
Mercedes,Mercedes-Benz G-Class,Amg G 63,3982,8,96,Petrol,0,0,3200 kg,2560 kg
Mercedes,Mercedes-Benz G-Class,G 350D,2925,6,100,Diesel,0,0,3500 kg,2453 kg
Audi,A8 L,55 Tfsi Quattro,2995,8,82,Petrol,0,0,,2030 kg
Maserati,Granturismo,Sport,4691,8,86,Petrol,4.6,4.6,2250 kg,1880 kg
Maserati,Quattroporte,Granlusso,2987,6,70,Diesel,5.2,5.2,,1925 kg
Lexus,Lc 500H,Coupe,3456,6,82,Hybrid,0,0,2445 kg,1985 kg
Mercedes,Mercedes-Benz Maybach,S650,5980,12,80,Petrol,7.8,7.8,,2200 kg
Mercedes,Mercedes-Benz Maybach,S560,4663,8,80,Petrol,7.81,7.81,,2200 kg
Porsche,Panamera,Turbo,3996,8,90,Petrol,7.1,7.1,2585 kg,2045 kg
Porsche,Panamera,Turbo Executive,3996,8,90,Petrol,7.1,7.1,2635 kg,
Porsche,Panamera,Turbo Sport Turismo,3996,8,90,Petrol,7.1,7.1,2635 kg,
Lexus,Lx 450D,V8,4461,8,93,Diesel,18,18,3350 kg,2660 kg
Mercedes,Mercedes-Benz S-Class Cabriolet,S500,4663,8,80,Petrol,5.4,5.4,2590 kg,2115 kg
Audi,R8,V10 Plus,5204,10,75,Petrol,7.8,7.8,1895 kg,1670 kg
Lamborghini,Urus,V8,3996,8,75,Petrol,7.8,7.8,,2200 kg
Bentley,Continental Gt,Coupe,5998,12,90,Petrol,5.3,5.3,2750 kg,2320 kg
Ferrari,Portofino,V8 Convertible,3855,8,92,Petrol,6,6,,1730 kg
Bentley,Bentayga,W12,5950,12,85,Petrol,9.6,9.6,3250 kg,2422 kg
Bentley,Bentayga,V8,3996,12,85,Petrol,8.77,8.77,3250 kg,2428 kg
Aston Martin,Db 11,V12,5198,12,80,Petrol,6,6,,1680 kg
Ferrari,458 Speciale,Coupe,4497,8,86,Petrol,6,6,,1395 kg
Rolls-Royce,Rolls-Royce Ghost Series Ii,6.6,6593,12,82.5,Petrol,10.5,10.5,2940 kg,2490 kg
Rolls-Royce,Rolls-Royce Ghost Series Ii,Ewb,6592,12,82.5,Petrol,7.29,7.29,2940 kg,2490 kg
Rolls-Royce,Rolls-Royce Wraith,Coupe,6592,12,83,Petrol,4.7,4.7,2810 kg,2360 kg
Bentley,Mulsanne,Sedan,6752,8,90,Petrol,6.2,6.2,3200 kg,2685 kg
Rolls-Royce,Rolls-Royce Cullinan,Suv,6750,12,100,Petrol,22.4,22.4,2660 kg,2753 kg
Rolls-Royce,Rolls-Royce Phantom Coupe,6.8 L,6749,12,100,Petrol,10.2,10.2,3050 kg,2629 kg
Bugatti,Chiron,W16,7993,16,100,Petrol,5.95,5.95,,1995 kg
Bugatti,Chiron,Sport,7993,16,100,Petrol,5.95,5.95,,1995 kg
Bajaj,Qute (Re60),Qcar,216,1,8,Petrol,35,35,,
Bajaj,Qute (Re60),Qcar Cng,216,1,8,CNG,43,43,,
Maruti Suzuki,Alto,Std,796,3,35,Petrol,22.05,22.05,1185 kg,730 kg
Maruti Suzuki,Alto,Std (O),796,3,35,Petrol,22.05,22.05,1185 kg,732 kg
Maruti Suzuki,Alto,Lxi,796,3,35,Petrol,22.05,22.05,1185 kg,755 kg
Maruti Suzuki,Alto,Lxi (O),796,3,35,Petrol,22.05,22.05,1185 kg,757 kg
Maruti Suzuki,Alto,Vxi,796,3,35,Petrol,22.05,22.05,1185 kg,762 kg
Maruti Suzuki,Alto,Lxi Cng (Cng +,796,3,35,CNG + Petrol,22.05,22.05,1185 kg,755 kg
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,796,3,35,CNG + Petrol,22.05,22.05,1185 kg,757 kg
Maruti Suzuki,Alto,Vxi Plus,796,3,35,Petrol,22.05,22.05,1185 kg,762 kg
Maruti Suzuki,S-Presso,Std,998,3,27,Petrol,21.4,21.4,1170 kg,726 kg
Maruti Suzuki,S-Presso,Std (O),998,3,27,Petrol,21.4,21.4,1170 kg,726 kg
Maruti Suzuki,S-Presso,Lxi,998,3,27,Petrol,21.4,21.4,1170 kg,726 kg
Maruti Suzuki,S-Presso,Lxi (O),998,3,27,Petrol,21.4,21.4,1170 kg,726 kg
Maruti Suzuki,S-Presso,Vxi,998,3,27,Petrol,21.7,21.7,1170 kg,726 kg
Maruti Suzuki,S-Presso,Vxi (O),998,3,27,Petrol,21.7,21.7,1170 kg,726 kg
Maruti Suzuki,S-Presso,Vxi Ags,998,3,27,Petrol,21.7,21.7,1170 kg,726 kg
Maruti Suzuki,S-Presso,Vxi+,998,3,27,Petrol,21.7,21.7,1170 kg,726 kg
Maruti Suzuki,S-Presso,Vxi (O) Ags,998,3,27,Petrol,21.7,21.7,1170 kg,726 kg
Maruti Suzuki,S-Presso,Vxi+ Ags,998,3,27,Petrol,21.7,21.7,1170 kg,726 kg
Maruti Suzuki,Celerio,Lxi,998,3,35,Petrol,23,23,1250 kg,810 kg
Maruti Suzuki,Celerio,Vxi,998,3,35,Petrol,23,23,1250 kg,810 kg
Maruti Suzuki,Celerio,Vxi At,998,3,35,Petrol,23,23,1250 kg,810 kg
Maruti Suzuki,Celerio,Zxi,998,3,35,Petrol,23,23,1250 kg,810 kg
Maruti Suzuki,Celerio,Zxi (Opt),998,3,35,Petrol,23,23,1350 kg,810 kg
Maruti Suzuki,Celerio,Vxi Cng Mt,998,3,35,CNG,31.79,31.79,1250 kg,810 kg
Maruti Suzuki,Celerio,Zxi Ags,998,3,35,Petrol,23,23,1250 kg,830 kg
Maruti Suzuki,Celerio,Lxi Mt (O),998,3,35,Petrol,23,23,1250 kg,830 kg
Maruti Suzuki,Celerio,Vxi (O) Mt,998,3,35,Petrol,23,23,1250 kg,810 kg
Maruti Suzuki,Celerio,Vxi (O) Ags,998,3,35,Petrol,23,23,1250 kg,810 kg
Maruti Suzuki,Celerio,Zxi (O) Ags,998,3,35,Petrol,23,23,1250 kg,830 kg
Hyundai,Grand I10 Prime,Era T Crdi,1120,3,43,Diesel,24,24,,
Hyundai,Grand I10 Prime,Era T+ Crdi,1120,3,43,Diesel,24,24,,
Hyundai,Grand I10 Prime,Era T Vtvt,1197,4,43,Petrol,18.9,18.9,1042 kg,1003 kg
Hyundai,Grand I10 Prime,Era T+ Vtvt,1197,4,43,Petrol,18.9,18.9,1042 kg,1003 kg
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,1197,4,43,CNG,25,25,,935 kg
Hyundai,Grand I10 Prime,Era T Cng Vtvt,1197,4,43,CNG,25,25,,935 kg
Mahindra,Kuv100 Nxt,K2 6Str,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K2+ 6Str,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K2 D 6Str,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K2+ D 6Str,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K4+ D 6Str,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K4+ 6Str,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K6+ 6Str,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K6+ D 6Str,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K8 6Str,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K8 D 6Str,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K4+ 5Str,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K6+ 5Str,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K8 5Str,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K4+ D 5Str,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K6+ D 5Str,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K8 D 5Str,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,1198,3,35,Diesel,22.25,22.25,,
Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,1198,3,35,Petrol,15.5,15.5,,
Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,1198,3,35,Petrol,15.5,15.5,,
Maruti Suzuki,Swift,Lxi,1197,4,37,Petrol,12.6,12.6,1315 kg,855 kg
Maruti Suzuki,Swift,Vxi,1197,4,37,Petrol,20.4,20.4,1315 kg,863 kg
Maruti Suzuki,Swift,Vxi Amt,1197,4,37,Petrol,20.4,20.4,1315 kg,863 kg
Maruti Suzuki,Swift,Zxi,1197,4,37,Petrol,20.4,20.4,1315 kg,871 kg
Maruti Suzuki,Swift,Zxi Amt,1197,4,37,Petrol,20.4,20.4,1315 kg,871 kg
Maruti Suzuki,Swift,Zxi Plus,1197,4,37,Petrol,20.4,20.4,1315 kg,880 kg
Maruti Suzuki,Swift,Ldi,1248,4,37,Diesel,25.2,25.2,1405 kg,955 kg
Maruti Suzuki,Swift,Vdi,1248,4,37,Diesel,25.2,25.2,1405 kg,965 kg
Maruti Suzuki,Swift,Vdi Amt,1248,4,37,Diesel,25.2,25.2,1405 kg,965 kg
Maruti Suzuki,Swift,Zdi,1248,4,37,Diesel,25.2,25.2,1405 kg,975 kg
Maruti Suzuki,Swift,Zdi Amt,1248,4,37,Diesel,25.2,25.2,1405 kg,975 kg
Maruti Suzuki,Swift,Zdi Plus,1248,4,37,Diesel,25.2,25.2,1405 kg,985 kg
Maruti Suzuki,Swift,Zxi Plus Amt,1197,4,37,Petrol,20.4,20.4,1315 kg,880 kg
Maruti Suzuki,Swift,Zdi Plus Amt,1248,4,37,Diesel,25.2,25.2,1405 kg,985 kg
Tata,Altroz,Xe Petrol,1199,3,37,Petrol,18,18,,
Tata,Altroz,Xm Petrol,1199,3,37,Petrol,18,18,,
Tata,Altroz,Xt Petrol,1199,3,37,Petrol,18,18,,
Tata,Altroz,Xz Petrol,1199,3,37,Petrol,18,18,,
Tata,Altroz,Xz (O) Petrol,1199,3,37,Petrol,18,18,,
Tata,Altroz,Xe Diesel,1497,4,37,Diesel,25,25,,
Tata,Altroz,Xm Diesel,1497,4,37,Diesel,25,25,,
Tata,Altroz,Xt Diesel,1497,4,37,Diesel,25,25,,
Tata,Altroz,Xz Diesel,1497,4,37,Diesel,25,25,,
Tata,Altroz,Xz (O) Diesel,1497,4,37,Diesel,25,25,,
Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,1994,4,50,Diesel,8.6,8.6,2460 kg,1710 kg
Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,1994,4,50,Diesel,8.6,8.6,2510 kg,1738 kg
Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,1994,4,50,Diesel,8.6,8.6,2460 kg,1710 kg
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,1994,4,50,Diesel,8.6,8.6,2510 kg,1738 kg
Icml,Extreme,Sd Di 9 Seater Bsiii,1994,4,50,Diesel,8.6,8.6,2460 kg,1710 kg
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,1994,4,50,Diesel,8.6,8.6,2510 kg,1738 kg
Icml,Extreme,Vd Crdfi 7 Seater Bsiii,1994,4,50,Diesel,8.6,8.6,2460 kg,1710 kg
Icml,Extreme,Vd Di 7 Seater Bsiii,1994,4,50,Diesel,8.6,8.6,2460 kg,1710 kg
Icml,Extreme,Sd Crdfi 9 Seater Bsiv,1994,4,50,Diesel,8.6,8.6,2460 kg,1710 kg
Icml,Extreme,Vd Crdfi 7 Seater Bsiv,1994,4,50,Diesel,8.6,8.6,2460 kg,1710 kg
Icml,Extreme,Sd Crdfi 9 Seater Bsiii,1994,4,50,Diesel,8.6,8.6,2460 kg,1710 kg
Tata,Tigor,Revotron Xe,1199,3,35,Petrol,24.12,24.12,,992 kg
Tata,Tigor,Revotron Xm,1199,3,35,Petrol,24.12,24.12,,992 kg
Tata,Tigor,Revotron Xz,1199,3,35,Petrol,24.12,24.12,,992 kg
Tata,Tigor,Revotron Xz Plus,1199,3,35,Petrol,24.12,24.12,,992 kg
Tata,Tigor,Revotron Xma,1199,3,35,Petrol,24.12,24.12,,992 kg
Tata,Tigor,Revotron Xza Plus,1199,3,35,Petrol,24.12,24.12,,992 kg
Tata,Zest,Xe Petrol,1193,4,44,Petrol,13.2,13.2,1531 kg,1135 kg
Tata,Zest,Xe Diesel,1248,4,44,Diesel,19.2,19.2,1531 kg,1152 kg
Tata,Zest,Xm Petrol,1193,4,44,Petrol,13.2,13.2,1531 kg,1135 kg
Tata,Zest,Xms Petrol,1193,4,44,Petrol,13.2,13.2,1531 kg,1129 kg
Tata,Zest,Xt Petrol,1193,4,44,Petrol,13.2,13.2,1531 kg,1135 kg
Tata,Zest,Xm Diesel,1248,4,44,Diesel,19.2,19.2,1531 kg,1106 kg
Tata,Zest,Xms Diesel,1248,4,44,Diesel,19.2,19.2,1531 kg,1155 kg
Tata,Zest,Xt Diesel,1248,4,44,Diesel,19.2,19.2,1531 kg,1170 kg
Tata,Zest,Xma Diesel,1248,4,44,Diesel,19.2,19.2,1531 kg,1170 kg
Tata,Zest,Xta Diesel,1248,4,44,Diesel,19.2,19.2,1531 kg,1185 kg
Tata,Zest,Zest Premio Edition,1248,4,44,Diesel,19.2,19.2,1531 kg,1155 kg
Honda,Amaze,S Cvt Petrol,1199,4,35,Petrol,0,0,1075 kg,942 kg
Honda,Amaze,E Mt Diesel,1498,4,35,Diesel,0,0,1075 kg,993 kg
Honda,Amaze,E Mt Petrol,1199,4,35,Petrol,0,0,1075 kg,905 kg
Honda,Amaze,S Cvt Diesel,1498,4,35,Diesel,0,0,1075 kg,1031 kg
Honda,Amaze,V Cvt Petrol,1199,4,35,Petrol,0,0,1075 kg,945 kg
Honda,Amaze,V Cvt Diesel,1498,4,35,Diesel,0,0,1075 kg,1039 kg
Honda,Amaze,S Mt Diesel,1498,4,35,Diesel,0,0,1075 kg,1010 kg
Honda,Amaze,Vx Mt Diesel,1498,4,35,Diesel,0,0,1075 kg,1023 kg
Honda,Amaze,V Mt Diesel,1498,4,35,Diesel,0,0,1075 kg,1021 kg
Honda,Amaze,Vx Mt Petrol,1199,4,35,Petrol,0,0,1075 kg,924 kg
Honda,Amaze,V Mt Petrol,1199,4,35,Petrol,0,0,1075 kg,921 kg
Honda,Amaze,S Mt Petrol,1198,4,35,Petrol,0,0,1075 kg,917 kg
Honda,Amaze,Exclusive Edition Diesel,1498,4,35,Diesel,0,0,1075 kg,1023 kg
Honda,Amaze,Exclusive Edition Petrol,1199,4,35,Petrol,0,0,1075 kg,924 kg
Honda,Amaze,Vx Cvt Diesel,1498,4,35,Diesel,0,0,1075 kg,1023 kg
Honda,Amaze,Vx Cvt Petrol,1199,4,35,Petrol,0,0,1075 kg,924 kg
Honda,Amaze,Ace Edition Cvt Diesel,1498,4,35,Diesel,0,0,1075 kg,1023 kg
Honda,Amaze,Ace Edition Cvt Petrol,1199,4,35,Petrol,0,0,1075 kg,924 kg
Honda,Amaze,Ace Edition Mt Diesel,1498,4,35,Diesel,0,0,1075 kg,1023 kg
Honda,Amaze,Ace Edition Mt Petrol,1199,4,35,Petrol,0,0,1075 kg,924 kg
Maruti Suzuki,Gypsy,Hard Top,1298,4,40,Petrol,10.2,10.2,1585 kg,985 kg
Maruti Suzuki,Gypsy,Soft Top,1298,4,40,Petrol,10.2,10.2,1585 kg,985 kg
Hyundai,Venue,1.2 Kappa Mt E,1197,4,45,Petrol,0,0,,
Hyundai,Venue,1.0 Turbo Gdi Mt S,998,4,45,Petrol,0,0,,
Hyundai,Venue,1.4 Crdi Mt E,1397,4,45,Diesel,0,0,,
Hyundai,Venue,1.0 Turbo Gdi Mt Sx,998,4,45,Petrol,0,0,,
Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,998,4,45,Petrol,0,0,,
Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),998,4,45,Petrol,0,0,,
Hyundai,Venue,1.0 Turbo Gdi Dct S,998,4,45,Petrol,0,0,,
Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,998,4,45,Petrol,0,0,,
Hyundai,Venue,1.2 Kappa Mt S,1197,4,45,Petrol,0,0,,
Hyundai,Venue,1.4 Crdi Mt S,1397,4,45,Diesel,0,0,,
Hyundai,Venue,1.4 Crdi Mt Sx,1397,4,45,Diesel,0,0,,
Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,1397,4,45,Diesel,0,0,,
Hyundai,Venue,1.4 Crdi Mt Sx(O),1397,4,45,Diesel,0,0,,
Tata,Nexon,Xe,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xm,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xz,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xz Plus,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xz Plus Dual Tone,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xz Plus (O),1198,3,44,Petrol,0,0,,
Tata,Nexon,Xz Plus (O) Dual Tone,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xma,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xza Plus,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xza Plus Dual Tone,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xza Plus (O),1198,3,44,Petrol,0,0,,
Tata,Nexon,Xza Plus (O) Dual Tone,1198,3,44,Petrol,0,0,,
Tata,Nexon,Xe Diesel,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xm Diesel,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xz Diesel,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xz Plus Diesel,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xz Plus Diesel Dual Tone,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xz Plus (O) Diesel,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xz Plus (O) Diesel Dual Tone,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xma Diesel,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xza Plus Diesel,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xza Plus Diesel Dual Tone,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xza Plus (O) Diesel,1497,4,44,Diesel,0,0,,
Tata,Nexon,Xza Plus (O) Diesel Dual Tone,1497,4,44,Diesel,0,0,,
Fiat,Linea,Active Fire,1368,4,45,Petrol,11.3,11.3,1540 kg,1220 kg
Fiat,Linea,Active Multijet,1248,4,45,Diesel,17.2,17.2,1540 kg,1236 kg
Fiat,Linea,Dynamic Multijet,1248,4,45,Diesel,17.2,17.2,1540 kg,1255 kg
Fiat,Linea,Emotion Multijet,1248,4,45,Diesel,17.2,17.2,1540 kg,1268 kg
Fiat,Linea,T-Jet Emotion,1368,4,45,Petrol,11.3,11.3,,1258 kg
Mahindra,Bolero Power Plus,Zlx,1493,4,60,Diesel,12.4,12.4,,1615 kg
Mahindra,Bolero Power Plus,Slx,1493,4,60,Diesel,12.4,12.4,,1615 kg
Mahindra,Bolero Power Plus,Sle,1493,4,60,Diesel,12.4,12.4,,1615 kg
Mahindra,Bolero Power Plus,Lx,1493,4,60,Diesel,12.4,12.4,,1615 kg
Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,2523,4,60,Diesel,9.4,9.4,,1615 kg
Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,2523,4,60,Diesel,12.4,12.4,,1615 kg
Maruti Suzuki,Vitara Brezza,Ldi,1248,4,48,Diesel,20,20,1680 kg,1170 kg
Maruti Suzuki,Vitara Brezza,Vdi,1248,4,48,Diesel,20,20,1680 kg,1170 kg
Maruti Suzuki,Vitara Brezza,Zdi,1248,4,48,Diesel,20,20,1680 kg,1170 kg
Maruti Suzuki,Vitara Brezza,Zdi+,1248,4,48,Diesel,20,20,1680 kg,1170 kg
Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone,1248,4,48,Diesel,20,20,1680 kg,1170 kg
Maruti Suzuki,Vitara Brezza,Zdi+ Ags,1248,4,48,Diesel,20,20,1680 kg,1170 kg
Maruti Suzuki,Vitara Brezza,Vdi Ags,1248,4,48,Diesel,20,20,1680 kg,1170 kg
Maruti Suzuki,Vitara Brezza,Zdi Ags,1248,4,48,Diesel,20,20,1680 kg,1170 kg
Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone Ags,1248,4,48,Diesel,20,20,1680 kg,1170 kg
Hyundai,I20 Active,1.2 S,1197,4,40,Petrol,15,15,1170 kg,
Hyundai,I20 Active,1.2 Sx,1197,4,40,Petrol,15,15,1170 kg,
Hyundai,I20 Active,1.2 Sx Dual Tone,1197,4,40,Petrol,15,15,1170 kg,
Hyundai,I20 Active,1.4 Sx,1396,4,40,Diesel,21.19,21.19,1170 kg,
Ford,Ecosport,1.5L Ti-Vct Ambiente,1497,3,52,Petrol,0,0,1660 kg,1220 kg
Ford,Ecosport,1.5L Ti-Vct Trend,1497,3,52,Petrol,0,0,1660 kg,1225 kg
Ford,Ecosport,1.5L Ti-Vct Titanium,1497,3,52,Petrol,0,0,1660 kg,1242 kg
Ford,Ecosport,1.5L Ti-Vct Titanium Plus At,1497,3,52,Petrol,0,0,1705 kg,1320 kg
Ford,Ecosport,1.5L Tdci Ambiente,1498,4,52,Diesel,0,0,1690 kg,1261 kg
Ford,Ecosport,1.5L Tdci Trend,1498,4,52,Diesel,0,0,1690 kg,1268 kg
Ford,Ecosport,1.5L Tdci Titanium,1498,4,52,Diesel,0,0,1690 kg,1300 kg
Ford,Ecosport,1.5L Tdci Titanium Plus,1498,4,52,Diesel,0,0,1690 kg,1304 kg
Ford,Ecosport,1.5L Ti-Vct Titanium Plus,1497,4,52,Petrol,0,0,1690 kg,1304 kg
Ford,Ecosport,1.5L Tdci Titanium S,1498,3,52,Diesel,0,0,1660 kg,1242 kg
Ford,Ecosport,1.5L Ti-Vct Thunder Edition,1497,4,52,Petrol,0,0,1690 kg,1304 kg
Ford,Ecosport,1.5L Tdci Thunder Edition,1498,4,52,Diesel,0,0,1690 kg,1304 kg
Renault,Duster,Rxe Petrol,1498,4,50,Petrol,10.2,10.2,1777 kg,1296 kg
Renault,Duster,Rxs Petrol,1498,4,50,Petrol,10,10,1813 kg,1296 kg
Renault,Duster,Rxs (Opt) Cvt,1498,4,50,Petrol,10,10,1813 kg,1296 kg
Renault,Duster,85 Ps Rxe Mt Diesel,1461,4,50,Diesel,16,16,1777 kg,1296 kg
Renault,Duster,85 Ps Rxs Mt Diesel,1461,4,50,Diesel,16,16,1777 kg,1296 kg
Renault,Duster,110 Ps Rxs Mt Diesel,1461,4,50,Diesel,16,16,1813 kg,1296 kg
Renault,Duster,110 Ps Rxz Mt Diesel,1461,4,50,Diesel,16,16,1813 kg,1296 kg
Renault,Duster,110 Ps Rxz Amt Diesel,1461,4,50,Diesel,16,16,1813 kg,1296 kg
Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,1461,4,50,Diesel,16,16,1813 kg,1296 kg
